Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
São Bento do Sapucaí,SP,2017,-2.92,80.28,168.14,18.59,81.41,10895.0,66.5167508031207,46.810463515374025
São Bento do Sapucaí,SP,2016,0.6,79.63,167.16,21.44,78.56,10880.0,66.27757352941175,46.30514705882353
São Bento do Sapucaí,SP,2015,-0.93,75.42,167.47,20.73,79.27,10864.0,66.13586156111928,46.18924889543447
São Bento do Sapucaí,SP,2014,-2.28,100.0,192.0,15.53,84.47,10848.0,60.73008849557522,44.77323008849557
São Bento do Sapucaí,SP,2013,-0.28,48.55,175.88,18.26,81.74,10831.0,61.0562274951528,43.800203120672144
São Bento do Sapucaí,SP,2012,-1.26,12.0,167.0,17.07,82.93,10486.0,67.2515735266069,48.23574289528896
São Bento do Sapucaí,SP,2011,-1.19,12.0,169.2,16.61,83.39,10477.0,67.2520759759473,48.238999713658494
São Bento do Sapucaí,SP,2010,-0.63,12.01,157.6,18.23,81.76,10468.0,66.1444401987008,46.66602980512037
São Bernardo do Campo,SP,2019,24.97,27.66,158.5,34.55,65.45,838936.0,100.0,99.03067695271152
São Bernardo do Campo,SP,2018,27.29,26.88,156.18,36.87,63.13,833240.0,100.0,98.17783591762276
São Bernardo do Campo,SP,2017,29.31,47.09,155.43,38.37,61.63,827437.0,100.0,96.57822891652177
São Bernardo do Campo,SP,2016,31.68,36.89,148.93,40.9,59.1,822242.0,100.0,95.069942912184
São Bernardo do Campo,SP,2015,27.48,31.84,141.98,38.04,61.96,816925.0,100.0,93.7308810478318
São Bernardo do Campo,SP,2014,32.78,22.2,163.23,39.75,60.25,811489.0,100.0,90.0646835631783
São Bernardo do Campo,SP,2013,36.49,21.61,173.55,41.92,58.08,805895.0,98.61594872781193,87.91256925530001
São Bernardo do Campo,SP,2012,38.48,23.97,172.1,43.49,56.51,774886.0,100.0,91.50249197946536
São Bernardo do Campo,SP,2011,39.51,29.3,168.1,44.3,55.7,770253.0,100.0,89.96862069995183
São Bernardo do Campo,SP,2010,42.41,23.95,170.9,46.91,53.08,765463.0,99.80325632982914,87.96649870731832
São Caetano do Sul,SP,2019,16.26,100.0,239.1,14.67,85.33,161127.0,100.0,100.0
São Caetano do Sul,SP,2018,12.06,100.0,227.88,12.06,87.94,160275.0,100.0,100.0
São Caetano do Sul,SP,2017,12.75,100.0,222.09,12.57,87.43,159608.0,100.0,100.0
São Caetano do Sul,SP,2016,13.27,100.0,216.13,12.21,87.79,158825.0,100.0,100.0
São Caetano do Sul,SP,2015,17.17,100.0,195.3,15.95,84.05,158024.0,100.0,100.0
São Caetano do Sul,SP,2014,18.55,100.0,225.84,17.58,82.42,157205.0,100.0,100.0
São Caetano do Sul,SP,2013,20.96,100.0,255.58,19.9,80.1,156362.0,100.0,100.0
São Caetano do Sul,SP,2012,17.24,100.0,260.3,15.97,84.03,150638.0,100.0,100.0
São Caetano do Sul,SP,2011,21.22,100.0,255.2,19.67,80.33,149962.0,100.0,100.0
São Caetano do Sul,SP,2010,23.52,100.0,241.5,21.75,78.24,149263.0,100.0,100.0
São Carlos,SP,2019,50.73,95.0,233.1,43.45,56.55,251983.0,95.99496791450215,95.99496791450215
São Carlos,SP,2018,52.02,95.8,226.15,45.95,54.05,249415.0,95.99502836637733,95.99502836637733
São Carlos,SP,2017,51.19,98.0,228.18,44.54,55.46,246088.0,95.99492864341212,95.99492864341212
São Carlos,SP,2016,50.34,98.1,223.38,43.57,56.43,243765.0,95.99491313355075,95.99491313355075
São Carlos,SP,2015,45.42,90.91,209.77,38.22,61.78,241389.0,95.9948464925908,95.9948464925908
São Carlos,SP,2014,41.23,92.0,189.33,39.41,60.59,238958.0,100.0,100.0
São Carlos,SP,2013,48.09,84.92,201.26,44.76,55.24,236457.0,100.0,100.0
São Carlos,SP,2012,50.87,85.0,189.0,52.23,47.77,226322.0,100.0,100.0
São Carlos,SP,2011,48.23,85.0,188.8,45.96,54.04,224173.0,95.99505738871318,95.99505738871318
São Carlos,SP,2010,51.26,85.0,189.1,48.88,51.11,221950.0,95.9950439288128,95.9950439288128
São Francisco,SP,2019,-1.51,100.0,165.95,12.25,87.75,2821.0,90.88975540588444,88.83374689826302
São Francisco,SP,2018,1.81,100.0,166.52,14.65,85.35,2826.0,91.18895966029724,89.24274593064402
São Francisco,SP,2017,2.56,100.0,163.53,15.56,84.44,2850.0,89.6842105263158,87.64912280701755
São Francisco,SP,2016,1.62,100.0,158.17,15.25,84.75,2854.0,89.1030133146461,86.61527680448494
São Francisco,SP,2015,4.09,100.0,156.53,18.2,81.8,2857.0,88.34441722086103,85.68428421421072
São Francisco,SP,2014,4.65,100.0,171.4,15.88,84.12,2861.0,86.12373296050332,85.66934638238378
São Francisco,SP,2013,3.85,100.0,171.73,15.02,84.98,2864.0,80.83100558659217,78.2122905027933
São Francisco,SP,2012,3.61,99.99,163.1,15.26,84.74,2783.0,84.47718289615523,82.71649299317284
São Francisco,SP,2011,0.1,100.0,160.8,12.75,87.25,2788.0,84.46915351506456,82.7116212338594
São Francisco,SP,2010,-0.52,100.0,151.1,12.4,87.59,2793.0,84.31793770139635,82.4203365556749
São João da Boa Vista,SP,2019,14.12,100.0,186.88,25.67,74.33,91211.0,100.0,98.90473736720352
São João da Boa Vista,SP,2018,13.05,100.0,182.78,25.17,74.83,90637.0,100.0,99.70210841047256
São João da Boa Vista,SP,2017,15.05,100.0,183.13,26.48,73.52,90089.0,100.0,98.73347467504357
São João da Boa Vista,SP,2016,15.5,100.0,177.26,27.57,72.43,89564.0,98.9951319726676,97.28239024608102
São João da Boa Vista,SP,2015,20.36,100.0,173.24,32.54,67.46,89027.0,98.66108034641177,96.91217271164928
São João da Boa Vista,SP,2014,23.29,100.0,185.11,32.85,67.15,88477.0,96.0102625541101,94.32620907128408
São João da Boa Vista,SP,2013,11.9,100.0,189.75,22.01,77.99,87912.0,100.0,96.66029666029668
São João da Boa Vista,SP,2012,13.64,100.0,190.7,23.41,76.59,84584.0,99.6997068003405,96.66012484630664
São João da Boa Vista,SP,2011,14.82,100.0,188.7,23.86,76.14,84119.0,99.69685802256328,96.65711670371736
São João da Boa Vista,SP,2010,12.83,100.0,188.5,21.56,78.43,83639.0,99.14394002797738,95.9217589880319
São João das Duas Pontes,SP,2019,2.5,100.0,154.26,16.54,83.46,2568.0,99.64953271028035,97.702492211838
São João das Duas Pontes,SP,2018,2.13,100.0,153.39,16.52,83.48,2574.0,99.96114996114996,98.018648018648
São João das Duas Pontes,SP,2017,-2.65,100.0,149.12,13.7,86.3,2601.0,98.84659746251442,96.6551326412918
São João das Duas Pontes,SP,2016,1.84,100.0,152.56,16.13,83.87,2607.0,96.66283084004604,94.16954353663212
São João das Duas Pontes,SP,2015,2.73,100.0,158.51,17.3,82.7,2612.0,93.1470137825421,83.80551301684534
São João das Duas Pontes,SP,2014,-1.39,100.0,168.3,11.94,88.06,2618.0,86.74560733384263,80.51948051948052
São João das Duas Pontes,SP,2013,-0.23,100.0,167.87,11.58,88.42,2624.0,88.52896341463415,78.65853658536585
São João das Duas Pontes,SP,2012,2.38,99.99,165.5,14.43,85.57,2552.0,86.87304075235109,76.76332288401254
São João das Duas Pontes,SP,2011,2.91,100.0,168.2,14.06,85.94,2559.0,86.86987104337632,76.74872997264556
São João das Duas Pontes,SP,2010,13.45,100.0,157.5,23.77,76.22,2566.0,86.78877630553391,76.42244738893218
São João de Iracema,SP,2016,71.25,100.0,202.22,68.38,31.62,1894.0,81.20380147835269,81.20380147835269
São João de Iracema,SP,2015,67.61,100.0,204.3,67.6,32.4,1885.0,81.59151193633953,81.59151193633953
São João de Iracema,SP,2014,67.61,100.0,210.31,67.61,32.39,1875.0,77.44,77.44
São João de Iracema,SP,2013,65.3,100.0,210.31,65.3,34.7,1865.0,77.85522788203754,77.85522788203754
São João de Iracema,SP,2012,15.43,100.0,210.3,15.43,84.57,1797.0,80.80133555926544,80.80133555926544
São João de Iracema,SP,2011,5.81,100.0,189.8,5.81,94.19,1789.0,81.16266070430407,81.16266070430407
São João de Iracema,SP,2010,0.14,100.0,205.3,0.14,99.85,1780.0,81.57303370786518,81.57303370786518
São João do Pau d Alho,SP,2019,94.74,75.0,240.75,21.05,78.95,2105.0,81.09263657957244,81.09263657957244
São João do Pau d Alho,SP,2015,93.88,0.0,86.7,93.88,6.12,2141.0,81.1303129378795,81.1303129378795
São João do Pau d Alho,SP,2014,94.17,0.0,81.83,94.17,5.83,2145.0,81.07226107226107,81.07226107226107
São João do Pau d Alho,SP,2013,93.5,100.0,81.74,93.5,6.5,2150.0,81.06976744186046,81.06976744186046
São João do Pau d Alho,SP,2010,23.73,100.0,352.2,23.73,76.27,2103.0,83.21445553970518,81.07465525439848
São Joaquim da Barra,SP,2019,63.33,0.0,335.5,30.0,70.0,51888.0,99.15009250693802,99.15009250693802
São Joaquim da Barra,SP,2018,63.33,0.0,337.22,30.0,70.0,51447.0,100.0,100.0
São Joaquim da Barra,SP,2017,30.0,0.0,437.61,2.42,97.58,50921.0,100.0,100.0
São Joaquim da Barra,SP,2016,24.62,0.0,344.01,24.62,75.38,50520.0,98.97070467141728,98.97070467141728
São Joaquim da Barra,SP,2015,17.51,0.0,377.63,17.51,82.49,50110.0,97.80482937537418,97.80482937537418
São Joaquim da Barra,SP,2014,33.42,0.0,301.6,33.42,66.58,49690.0,98.12034614610585,98.12034614610585
São Joaquim da Barra,SP,2013,27.46,0.0,362.83,27.46,72.54,49259.0,98.20743417446558,98.20743417446558
São Joaquim da Barra,SP,2012,60.78,0.0,255.5,56.47,43.53,47256.0,96.66074149314372,96.66074149314372
São Joaquim da Barra,SP,2011,60.78,0.0,255.5,56.47,43.53,46891.0,97.4131496449212,97.4131496449212
São Joaquim da Barra,SP,2010,62.09,0.0,254.2,57.93,42.06,46512.0,98.20691434468525,98.20691434468525
São José da Bela Vista,SP,2019,40.71,100.0,271.07,40.43,59.57,8928.0,100.0,100.0
São José da Bela Vista,SP,2018,40.71,100.0,278.64,40.43,59.57,8895.0,95.0646430578977,95.0646430578977
São José da Bela Vista,SP,2017,40.71,100.0,278.64,40.43,59.57,8885.0,95.17163759144626,95.17163759144626
São José da Bela Vista,SP,2016,40.71,100.0,278.64,40.43,59.57,8854.0,95.50485656200588,95.50485656200588
São José da Bela Vista,SP,2015,42.07,100.0,272.17,41.81,58.19,8823.0,95.84041709169216,95.84041709169216
São José da Bela Vista,SP,2014,46.89,100.0,254.87,33.97,66.03,8791.0,96.18928449550675,96.18928449550675
São José da Bela Vista,SP,2013,40.04,100.0,249.14,40.04,59.96,8759.0,96.54070099326408,96.54070099326408
São José da Bela Vista,SP,2012,39.24,100.0,226.8,39.24,60.76,8456.0,100.0,100.0
São José da Bela Vista,SP,2010,60.56,100.0,387.2,60.56,39.43,8406.0,100.0,89.10302165120152
São José do Barreiro,SP,2019,7.16,0.0,266.36,7.16,92.84,4147.0,91.63250542560888,81.64938509766097
São José do Barreiro,SP,2018,100.0,0.0,265.91,11.53,88.47,4151.0,81.90797398217296,72.27174174897615
São José do Barreiro,SP,2014,100.0,0.0,398.54,9.73,90.27,4188.0,100.0,100.0
São José do Barreiro,SP,2012,10.0,0.0,177.8,10.0,90.0,4068.0,100.0,100.0
São José do Barreiro,SP,2011,10.0,0.0,215.2,10.0,90.0,4072.0,70.35854616895875,70.35854616895875
São José do Rio Pardo,SP,2019,15.94,14.0,205.48,14.85,85.15,54946.0,94.63837221999782,91.65726349506788
São José do Rio Pardo,SP,2018,40.0,14.37,159.6,40.0,60.0,54763.0,94.9546226466775,91.96355203330717
São José do Rio Pardo,SP,2017,40.0,10.91,163.24,40.0,60.0,54734.0,93.17791500712536,89.56955457302591
São José do Rio Pardo,SP,2016,40.0,12.0,165.6,40.0,60.0,54563.0,91.08736689698146,88.283268881843
São José do Rio Pardo,SP,2015,52.15,12.45,198.39,52.15,47.85,54388.0,91.13039641097302,88.55262190189012
São José do Rio Pardo,SP,2014,52.15,12.45,198.72,52.15,47.85,54209.0,91.43131214373996,88.55356121677212
São José do Rio Pardo,SP,2013,53.76,12.68,193.12,53.76,46.24,54024.0,91.44084110765586,88.55323559899304
São José do Rio Pardo,SP,2012,54.67,12.8,190.5,54.67,45.33,52176.0,93.91291015026066,89.31309414290095
São José do Rio Pardo,SP,2011,58.8,13.43,167.8,58.8,41.2,52040.0,93.77401998462722,89.3543428132206
São José do Rio Pardo,SP,2010,60.0,13.69,159.6,60.0,40.0,51900.0,93.94797687861272,89.51637764932563
São José do Rio Preto,SP,2019,10.22,100.0,249.6,20.34,79.66,460671.0,96.02883619763344,93.48493827482086
São José do Rio Preto,SP,2018,10.52,100.0,244.06,20.75,79.25,456245.0,95.81189930848556,93.46338042060736
São José do Rio Preto,SP,2017,18.84,100.0,253.17,27.2,72.8,450657.0,96.99993564950728,93.46354322688876
São José do Rio Preto,SP,2016,23.92,100.0,246.22,32.0,68.0,446649.0,93.93326750983434,93.93326750983434
São José do Rio Preto,SP,2015,32.03,90.3,192.17,34.07,65.93,442548.0,89.74077388215515,92.81207914169762
São José do Rio Preto,SP,2014,30.06,93.88,232.65,31.89,68.11,438354.0,92.99379040684012,92.99379040684012
São José do Rio Preto,SP,2013,26.57,93.89,209.96,32.38,67.62,434039.0,93.20038061095892,93.20038061095892
São José do Rio Preto,SP,2012,24.04,100.0,284.8,26.32,73.68,415769.0,93.19550038603168,93.19550038603168
São José do Rio Preto,SP,2011,27.89,100.0,203.6,33.67,66.33,412076.0,92.99376813985768,89.23645152835886
São José do Rio Preto,SP,2010,26.52,100.0,193.7,31.81,68.18,408258.0,92.99364617472284,89.23646321688736
São José dos Campos,SP,2019,30.82,100.0,152.53,39.16,60.84,721944.0,100.0,99.38139246257327
São José dos Campos,SP,2018,29.32,99.98,151.26,38.19,61.81,713943.0,100.0,98.75004026932122
São José dos Campos,SP,2017,28.62,99.89,152.49,37.48,62.52,703219.0,100.0,98.98367364931836
São José dos Campos,SP,2016,26.29,99.52,149.51,35.51,64.49,695992.0,100.0,97.33129116426625
São José dos Campos,SP,2015,26.05,94.2,146.71,35.96,64.04,688597.0,99.96006372377455,96.1199366247602
São José dos Campos,SP,2014,29.85,89.5,163.44,36.53,63.47,681036.0,99.95932667289247,96.10431753974828
São José dos Campos,SP,2013,29.88,89.51,168.28,36.05,63.95,673255.0,100.0,96.10415073040676
São José dos Campos,SP,2012,31.05,89.51,171.3,36.81,63.19,643603.0,100.0,96.10676146630765
São José dos Campos,SP,2011,29.89,88.13,173.4,35.58,64.42,636876.0,100.0,95.87706241089316
São José dos Campos,SP,2010,32.13,59.17,168.9,37.95,62.04,629921.0,100.0,93.89907623336894
São Lourenço da Serra,SP,2019,9.8,100.0,166.05,28.22,71.78,15825.0,49.04897314375987,29.53554502369668
São Lourenço da Serra,SP,2018,7.12,100.0,168.27,25.57,74.43,15667.0,48.06919001723367,29.06108380672752
São Lourenço da Serra,SP,2017,15.13,100.0,169.97,31.41,68.59,15465.0,47.78532169414808,28.638861946330422
São Lourenço da Serra,SP,2016,13.46,100.0,170.19,30.06,69.94,15323.0,47.43196501990472,28.362592181687656
São Lourenço da Serra,SP,2015,8.64,100.0,167.83,26.78,73.22,15177.0,46.39915661856757,27.423074388877904
São Lourenço da Serra,SP,2014,13.19,100.0,183.43,27.31,72.69,15028.0,45.84109661964334,34.55549640670748
São Lourenço da Serra,SP,2013,21.14,100.0,183.45,33.53,66.47,14874.0,46.3829501142934,26.549684012370577
São Lourenço da Serra,SP,2012,19.9,100.0,185.8,32.17,67.83,14241.0,46.38719191068043,26.550101818692507
São Lourenço da Serra,SP,2011,25.21,100.0,177.0,36.89,63.11,14110.0,45.7760453579022,26.55563430191354
São Lourenço da Serra,SP,2010,11.42,100.0,179.1,24.73,75.26,13973.0,43.87032133400129,25.613683532527016
São Luís do Paraitinga,SP,2019,9.2,100.0,153.13,33.51,66.49,10687.0,58.220267614859175,53.34518573968373
São Luís do Paraitinga,SP,2018,7.16,100.0,154.53,31.59,68.41,10684.0,57.693747660052416,52.761138150505424
São Luís do Paraitinga,SP,2017,6.07,100.0,155.99,30.25,69.75,10740.0,56.9366852886406,52.04841713221602
São Luís do Paraitinga,SP,2016,5.6,100.0,155.23,30.0,70.0,10735.0,56.30181648812296,51.34606427573358
São Luís do Paraitinga,SP,2015,7.42,100.0,157.18,30.41,69.59,10731.0,56.37871586990961,50.396048830491104
São Luís do Paraitinga,SP,2014,9.95,100.0,157.25,29.97,70.03,10726.0,58.84765989185158,51.23997762446392
São Luís do Paraitinga,SP,2013,6.15,100.0,146.94,27.89,72.11,10721.0,63.044492118272544,54.57513291670553
São Luís do Paraitinga,SP,2012,-4.47,100.0,147.4,19.28,80.72,10393.0,63.04243240642741,54.57519484268257
São Luís do Paraitinga,SP,2011,-3.11,100.0,148.5,20.22,79.78,10395.0,63.03992303992304,52.72727272727272
São Luís do Paraitinga,SP,2010,-2.85,100.0,151.3,19.06,80.93,10397.0,62.44108877560834,51.68798691930364
São Manuel,SP,2019,26.81,100.0,156.95,36.58,63.42,40954.0,100.0,98.46901401572497
São Manuel,SP,2018,23.92,100.0,154.8,34.12,65.88,40781.0,99.89701086290184,97.27323998921064
São Manuel,SP,2017,25.12,100.0,157.1,34.8,65.2,40692.0,97.98731937481568,95.37746977292834
São Manuel,SP,2016,29.79,100.0,157.12,38.57,61.43,40532.0,97.0097700582256,94.33780716470936
São Manuel,SP,2015,28.58,100.0,154.92,37.93,62.07,40367.0,96.75477493992618,93.91334505908291
São Manuel,SP,2014,30.69,100.0,164.59,38.27,61.73,40200.0,97.38308457711445,94.34328358208955
São Manuel,SP,2013,30.06,99.71,162.25,37.67,62.33,40027.0,100.0,97.57663577085466
São Manuel,SP,2012,30.96,99.6,170.0,37.81,62.19,38614.0,100.0,97.3222147407676
São Manuel,SP,2011,36.75,99.6,158.9,43.49,56.51,38480.0,100.0,97.32848232848232
São Manuel,SP,2010,35.25,99.73,161.6,41.99,58.0,38342.0,99.77831099055868,96.26519221741172
São Miguel Arcanjo,SP,2019,17.14,100.0,133.91,32.85,67.15,32931.0,73.04667334730193,57.3471804682518
São Miguel Arcanjo,SP,2018,17.55,100.0,132.65,33.25,66.75,32859.0,71.49639368209623,56.392464773730175
São Miguel Arcanjo,SP,2017,18.8,100.0,133.39,34.15,65.85,32910.0,70.31601336979641,55.66089334548769
São Miguel Arcanjo,SP,2016,27.07,100.0,131.37,41.05,58.95,32840.0,69.52496954933008,55.44153471376371
São Miguel Arcanjo,SP,2015,21.27,100.0,130.51,36.48,63.52,32769.0,69.85260459580701,56.019408587384426
São Miguel Arcanjo,SP,2014,19.36,100.0,138.42,32.91,67.09,32696.0,68.2315879618302,52.4804257401517
São Miguel Arcanjo,SP,2013,14.45,100.0,138.33,28.52,71.48,32621.0,70.04996781214555,55.81067410563747
São Miguel Arcanjo,SP,2012,18.63,100.0,134.6,32.1,67.9,31549.0,70.04976385939332,55.808424989698565
São Miguel Arcanjo,SP,2011,16.88,100.0,133.7,30.43,69.57,31501.0,70.04539538427352,55.747436589314624
São Miguel Arcanjo,SP,2010,21.72,100.0,129.5,35.63,64.36,31450.0,69.80286168521462,55.79650238473768
São Paulo,SP,2019,23.16,92.2,162.18,34.38,65.62,12252023.0,99.30000131406872,96.2999987838743
São Paulo,SP,2018,23.95,87.1,158.68,35.4,64.6,12176866.0,99.30000050916222,96.30000034491634
São Paulo,SP,2017,23.96,83.39,157.09,35.48,64.52,12106920.0,99.3000036342852,96.30000033038957
São Paulo,SP,2016,24.69,83.77,151.8,36.69,63.31,12038175.0,99.30000186905409,96.30000394578082
São Paulo,SP,2015,16.34,75.21,144.1,30.63,69.37,11967825.0,99.19999665770514,96.3420504561188
São Paulo,SP,2014,25.22,72.47,168.42,34.21,65.79,11895893.0,99.2000012105018,96.1280502438951
São Paulo,SP,2013,29.2,70.72,188.03,35.79,64.21,11821873.0,99.19999986465766,96.12805855721848
São Paulo,SP,2012,30.44,71.92,190.3,36.61,63.39,11376685.0,99.10109139876865,96.1299974465321
São Paulo,SP,2011,30.36,69.36,186.9,36.46,63.54,11316119.0,99.10108757251491,96.1280541500138
São Paulo,SP,2010,30.15,74.96,184.6,36.25,63.74,11253503.0,100.0,96.11959938163255
São Pedro,SP,2019,40.99,0.0,176.65,50.79,49.21,35653.0,100.0,100.0
São Pedro,SP,2018,36.0,9.33,167.54,47.86,52.14,35318.0,98.81080468882722,98.81080468882722
São Pedro,SP,2017,35.34,10.24,156.47,48.76,51.24,34898.0,100.0,100.0
São Pedro,SP,2016,36.95,10.74,150.54,50.72,49.28,34595.0,100.0,80.78045960398902
São Pedro,SP,2015,47.57,10.96,142.13,60.14,39.86,34284.0,100.0,81.51032551627581
São Pedro,SP,2014,52.67,11.11,148.88,63.5,36.5,33966.0,99.03432844609316,81.99964670552906
São Pedro,SP,2013,54.99,13.18,152.34,64.15,35.85,33638.0,100.0,79.99881086866044
São Pedro,SP,2012,54.89,0.0,161.8,63.05,36.95,32231.0,100.0,80.67078278675808
São Pedro,SP,2011,35.57,0.0,171.0,48.03,51.97,31951.0,97.7872367062064,80.85505930956778
São Pedro,SP,2010,45.71,0.0,186.4,45.71,54.28,31662.0,88.73412924009854,84.03448929315898
São Pedro do Turvo,SP,2019,0.0,90.2,223.99,2.42,97.58,7666.0,96.53013305504828,70.44090790503522
São Pedro do Turvo,SP,2018,0.0,90.34,219.18,3.74,96.26,7636.0,96.90937663698271,70.71765322158198
São Pedro do Turvo,SP,2017,0.0,90.1,253.56,3.59,96.41,7624.0,97.06190975865688,70.56663168940189
São Pedro do Turvo,SP,2016,0.0,88.75,297.94,3.34,96.66,7596.0,70.43180621379673,70.43180621379673
São Pedro do Turvo,SP,2015,0.0,100.0,295.64,5.04,94.96,7567.0,69.77666182106516,69.77666182106516
São Pedro do Turvo,SP,2014,0.0,100.0,227.08,23.21,76.79,7538.0,68.87768638896259,68.87768638896259
São Pedro do Turvo,SP,2013,-1.82,100.0,213.84,23.64,76.36,7508.0,69.04635055940331,69.04635055940331
São Pedro do Turvo,SP,2012,0.0,100.0,206.4,23.64,76.36,7245.0,76.99102829537611,71.19392684610077
São Pedro do Turvo,SP,2011,0.0,100.0,201.7,18.0,82.0,7222.0,77.12545001384657,71.30988645804486
São Roque,SP,2019,41.03,93.38,167.11,50.7,49.3,91016.0,67.74413289970994,46.16660806891096
São Roque,SP,2018,40.21,91.29,168.22,49.98,50.02,89943.0,67.47162091546869,45.583313876566265
São Roque,SP,2017,40.21,48.12,168.09,50.24,49.76,88473.0,66.99105941925785,44.68368880901518
São Roque,SP,2016,42.75,0.0,167.26,52.62,47.38,87506.0,66.80456197289328,42.48051562178593
São Roque,SP,2015,43.81,0.0,165.41,53.46,46.54,86515.0,65.69265445298504,42.41807778997861
São Roque,SP,2014,42.38,0.0,183.23,50.23,49.77,85502.0,65.95869102477135,46.66323594769713
São Roque,SP,2013,46.82,0.0,182.4,53.88,46.12,84460.0,63.90007103954535,43.90599100165759
São Roque,SP,2012,46.34,0.0,189.1,53.06,46.94,80661.0,63.90076988879384,43.90597686614349
São Roque,SP,2011,49.33,0.0,174.6,56.2,43.8,79757.0,62.72051355993832,43.48458442519152
São Roque,SP,2010,49.43,0.0,165.6,56.63,43.36,78821.0,62.55947019195393,43.44654343385646
São Sebastião,SP,2019,24.85,100.0,207.74,38.29,61.71,88980.0,73.26477860193302,57.99055967633176
São Sebastião,SP,2018,22.36,100.0,205.64,36.09,63.91,87596.0,73.68258824603863,56.98662039362527
São Sebastião,SP,2017,25.08,100.0,209.79,38.33,61.67,85538.0,73.7718908555262,55.75650588042741
São Sebastião,SP,2016,29.77,100.0,218.88,42.12,57.88,84294.0,72.25306664768549,53.29086293211853
São Sebastião,SP,2015,29.28,100.0,197.72,41.65,58.35,83020.0,65.83112503011323,47.08022163334136
São Sebastião,SP,2014,34.92,100.0,189.35,44.77,55.23,81718.0,88.78827186176852,48.87295332729631
São Sebastião,SP,2013,36.19,100.0,185.42,46.07,53.93,80379.0,88.78811629903332,48.87346197389866
São Sebastião,SP,2012,37.37,100.0,206.8,45.98,54.02,76344.0,88.82950854029131,48.87351985748716
São Sebastião,SP,2011,38.17,100.0,195.9,47.25,52.75,75163.0,88.82694942990568,48.87644186634381
São Sebastião,SP,2010,41.34,100.0,181.5,51.08,48.91,73942.0,89.44442941765168,49.32244191393254
São Sebastião da Grama,SP,2019,22.17,100.0,151.96,22.17,77.83,12182.0,100.0,100.0
São Sebastião da Grama,SP,2018,28.37,100.0,127.5,28.37,71.63,12205.0,100.0,100.0
São Sebastião da Grama,SP,2017,47.33,0.0,129.89,47.33,52.67,12317.0,65.88454980920679,100.0
São Sebastião da Grama,SP,2016,34.17,0.0,159.19,34.17,65.83,12335.0,65.87758411025537,100.0
São Sebastião da Grama,SP,2015,55.18,20.24,150.23,46.4,53.6,12355.0,100.0,100.0
São Sebastião da Grama,SP,2014,77.38,20.24,148.22,72.94,27.06,12374.0,100.0,100.0
São Sebastião da Grama,SP,2013,60.12,20.0,182.47,52.13,47.87,12394.0,100.0,100.0
São Sebastião da Grama,SP,2012,44.93,40.96,258.6,44.93,55.07,12046.0,65.8807903038353,65.8807903038353
São Sebastião da Grama,SP,2011,18.44,40.27,395.7,18.44,81.56,12072.0,65.87972166998011,65.87972166998011
São Sebastião da Grama,SP,2010,21.73,,356.3,21.73,78.26,12099.0,65.8814778080833,65.8814778080833
São Simão,SP,2019,0.0,0.0,185.16,27.69,72.31,15322.0,88.9440020885002,88.9440020885002
São Simão,SP,2018,0.0,0.0,256.02,0.0,100.0,15257.0,89.3229337353346,89.3229337353346
São Simão,SP,2017,50.0,0.0,256.02,50.0,50.0,15225.0,89.51067323481116,89.51067323481116
São Simão,SP,2016,0.0,0.0,257.27,0.0,100.0,15165.0,89.86482030992417,89.86482030992417
São Simão,SP,2015,0.0,0.0,258.52,0.0,100.0,15104.0,89.35381355932203,89.35381355932203
São Simão,SP,2014,0.0,0.0,258.52,0.0,100.0,15041.0,89.72807659065222,89.72807659065222
São Simão,SP,2013,0.0,0.0,263.16,0.0,100.0,14976.0,90.11752136752136,90.11752136752136
São Simão,SP,2012,100.0,0.0,268.4,0.0,100.0,14448.0,90.11627906976744,90.11627906976744
São Vicente,SP,2019,39.93,100.0,158.5,48.39,51.61,365798.0,90.91657144106856,77.4320800004374
São Vicente,SP,2018,42.18,100.0,157.28,50.62,49.38,363173.0,91.877975510294,74.58511508289438
São Vicente,SP,2017,49.25,100.0,156.57,56.58,43.42,360380.0,92.13330373494644,73.52378045396526
São Vicente,SP,2016,49.33,100.0,159.46,56.44,43.56,357989.0,90.85530560994891,71.85695649866337
São Vicente,SP,2015,50.09,100.0,156.03,56.64,43.36,355542.0,91.50086347041982,71.68042031602455
São Vicente,SP,2014,48.78,100.0,163.77,54.27,45.73,353040.0,97.41559030138228,74.50940403353728
São Vicente,SP,2013,44.88,100.0,166.13,50.75,49.25,350465.0,97.41571911603155,73.83019702395389
São Vicente,SP,2012,46.42,100.0,164.7,52.39,47.61,336809.0,97.41574601628815,73.83027175639606
São Vicente,SP,2011,45.9,100.0,163.4,51.97,48.03,334663.0,97.40485204519172,73.8309881881176
São Vicente,SP,2010,40.68,100.0,173.4,47.36,52.63,332445.0,96.50588819203176,71.5679285295312
Sarapuí,SP,2019,-3.92,86.82,160.75,18.45,81.55,10285.0,85.33787068546427,47.76859504132232
